文章总数: 11 篇
==============================

1. 微信公众号 -  (广西壮族自治区人民政府关于印发《广西壮族自治区国土空间规划(2021—2035年)》的通知(桂政发〔2024〕4号)) 2024-09-10 维稳咨讯指南   维稳咨讯指南

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzA4MDg1ODY1Mg==&mid=2247495943&idx=3&sn=e0014507677e11db14d5f98db6425952

各市、县人民政府,自治区人民政府各组成部门、各直属机构: 

《广西壮族自治区国土空间规划(2021—2035年)》已经国务院批复同意,现印发给你们,请认真组织实施。 

广西壮族自治区人民政府 

2024年2月2日 

(此文有删减) 

广西壮族自治区国土空间规划 

(2021—2035年) 

目  录 
中山大学新闻传播学院以广州大学城建设20周年为机遇，深入了解大学城“创二代”工程等鼓励“双创”的举措，并对环大学城科技成果转化基地等项目展开扎实调研，搜集小穀围岛上的创业故事，已有部分案头和实地考察材料的积累。目前正积极联系采访政府、企业、高校等主体，预期将形成调研报告和新闻宣传报道等成果。

祠堂见证了小穀围的成长

灵“柚”紫金—“红肉蜜柚

智慧水肥系统”助力紫金乡村振兴

中山大学农业与生物技术学院突击队深入乡村，专业对口-技术精准匹配需求，解决产业实际问题、依托科研项目；指导老师多个科研项目直接落地当地，师生们“把论文写在祖国大地上”、思政工作到田间地头，精准解决蜜柚产业等实际问题。活动获农户与政府好评，紫金团县委及县官媒纷纷报道，展现了青年学子的责任与担当，为乡村振兴贡献力量。

时任学院院长的谭金芳教授进行土壤取样实地指导

“博雅美育”惠东县白盆珠镇实践团

团队通过以粤语吟诵为特色采取多种形式传授诗词文化来构建博雅古典美育；通过进行实地考察，田野调查来发掘当地特色历史文化资源；通过发掘当地特色生态环境生态资源来活化利用生态资源。

“文明安全科普宣传，

共建和谐幸福社区”

惠州大亚湾实践团

中山大学化学工程与技术学院于2022年在大亚湾开展了科普进小学、进社区活动，取得了良好的成效。在此基础上，推动建设大亚湾青年活动中心科普基地，辐射到辖区内各社区科普工作站；依托平台，以突击队的形式配合惠州研究院石化科普基地，参与到日常与暑期科普活动中，围绕石油化工、文明新风、传统文化等主题打造特色科普项目，丰富科普行动内涵，推动促成文明实践风尚。

科普课堂

助力赤坎探索

侨乡文旅国际化推广新路径

中山大学外国语学院在江门赤坎镇开展“语”你同行暑期实践活动，融合侨乡特色与外语优势，为乡村振兴添彩。活动包括趣味外语培训、青年成长宣讲、志愿服务等，不仅传授语言知识，更传承侨乡文化。学子们挖掘历史资源，撰写展望文章，提升赤坎国际知名度。红色团课拍摄，传承革命精神，展现赤坎魅力。此次活动为乡村振兴注入新活力，彰显青年担当。

实践团在在江门赤坎镇开展“语”你同行暑期实践活动

踏寻革命精神，赓续红色血脉

——梅州大埔县茶阳古镇

红色历史文旅产业调研+实践团

校团委突击队深入茶阳镇，调研文旅产业链，挖掘“红、古、绿”特色资源。依托高校平台，对接“一村一品”战略，打造中大红色教育、劳动及生态教育基地。通过创意文旅规划，助力乡村振兴，实现农业现代化。彰显莘莘学子担当，共筑未来新篇章。

实践团在大埔中学文艺汇演后的合照

百年老宅说旧事，红色摇篮叙春秋

——揭西新宫林村旅游产业兴村之路

校团委突击队深入调研新官林村，整合旅游资源，制定宣传推广方案。依托中大帮扶平台，借鉴成功经验，建立长效合作机制，助力旅游产业升级。团队融合“一村一品”理念，打造特色旅游品牌，推动乡村振兴。理论与实践并重，专业团队精准施策，为乡村发展注入中大力量。

团队在调研企业的合影

基于天基高分辨率卫星数据的

海洋牧场选址和信息化平台建设研究

团队拟通过卫星遥感、人工智能和信息化技术来实现以高效、较低成本的手段获取大范围海域海岛礁的精细三维信息、近岸海底地形信息和水质信息实现大范围海域中高效、低成本的海洋牧场选址，同时建设相应信息化平台以加强海洋牧场的后续监测和管理，服务于国家重大发展战略需求。

“农田牧歌促振兴”翁城镇实践团

中山大学艺术学院充分发挥艺术学院师生的专业特色，通过“艺术+思政”、“艺术+教育”等形式，带领学院学生在翁城镇开展艺术小课堂、文艺汇演、调研本地客家吟诵活动和客家采茶戏传承等活动，为乡村儿童群体插上梦想的翅膀，同时也为乡村振兴注入新的文化活力。项目活动也有效提高青年学生的学习力、思想力、行动力，引领学生在服务大局中挺膺担当。

“笃行丹霞，青春数梦想”实践团

中山大学数学学院（珠海）团队积极发挥学院学科优势，与夏富村建立长期联系，将其作为今后暑期“三下乡”的长期项目地，真正为“空心村”的留守儿童带去力所能及的长期帮助。

团队在夏富村搭建上课环境

物理与天文学院

“仰望星空，脚踏实地”乐昌实践团

中山大学物理与天文学院通过物理天文科普模式化的路径，让物理天文知识进社区、下乡，宣传基础学科研究的意义，丰富当地群众的精神生活，培养学院学生动手能力，让更多学生参与其中，积极参加专业相关的社会实践和志愿服务，在社会课堂中“受教育、长才干、作贡献”。

团队在乐昌九峰中学进行科普活动

城乡融合视角下的社会治理创新实践

——“鹏勃生机”深圳市大鹏新区

王母社区实践团

中山大学政治与公共事务管理学院的项目分为以下两大板块，一是社区治理社会调研：项目主要关注王母社区的社会治理创新实践，从城乡融合的视角切入，梳理总结社区诉源治理模式与社区综合网格改革试点，探索优化社会治理长效机制。同时，深入走访社区治理实践，挖掘社区治理领航人，激发民众治理参与积极性。二是社会公益服务：联合中山大学习近平新时代中国特色社会主义思想传播研究会开展宣讲活动，重点宣讲宣讲习近平总书记强调的“城乡融合发展”观念，深化民众对习近平文化思想的认识与理解，为社区治理注入新活力。

团队在王母社区进行调研

中山大学生态学院青履凤凰实践团

为响应中共广东省委印发《关于深入推进绿美广东生态建设的决定》，中山大学生态学院基于凤凰街道生态环境资源和社区实践需求，立足学科特色，计划前往凤凰街道进行植物本底调查，了解当地植物类群，进行巡河志愿服务，开展污染调查与清理活动。同时，项目团队将组织开展科普讲座、植物挂牌等活动，宣传生态文明知识。

实践团成员向青少年科普植物气味相关知识

中山大学先进能源学院

“环‘能’啔航，‘塑’梦前行”实践团

响应“碳达峰”“碳中和”战略，中山大学先进能源学院结合新能源专业特色，组建中山大学先进能源学院“环‘能’啔航，‘塑’梦前行”实践团，共赴深圳市龙岗区开展“探索‘互联网+垃圾分类+循环经济’模式，本项目旨在通过互联网+新能源技术，开展塑料废弃物高效回收与高质化再利用，致力于实现垃圾分类源头减量。

中山大学先进能源学院突击队成员在通产丽星公司实验室参观学习

中山大学星火光明实践团

中山大学星火实践团由集成电路学院、网络空间安全学院、先进能源学院、先进制造学院组成多学科实践联队，结合各学院的学科优势与辖区丰富的自然生态资源，开展“师从自然”科普项目，进行科普实践课程；聚焦于向辖区居民科普前沿科技，通过设计系列科学专题课程、开展科学大讲堂等活动，将前沿科技以通俗、趣味的形式呈现出来，提升辖区居民科学素养与科技意识。

科护“明”天——生物医学工程学院

深圳光明实践团

中山大学生物医学工程学院引导同学们结合专业知识联系群众，贡献青春力量，生物医学工程学院深圳光明实践团将结合学科知识，精心设计科普内容，开展青少年医学知识科普与儿童健康保护宣传，为青少年儿童群体的健康安全保驾护航。

团队在光明街道进行健康科普活动

智能工程学院

深圳光明“智慧街道”实践团

中山大学智能工程学院“智慧街道”实践团对语言大模型进行精细训练和迭代，为基层政府工作人员提供全方位的政策、法务咨询及决策建议等服务，并借助视频智能识别技术，实现智慧治理，为光明街道带来更高效、智能化的行政服务。

学生志愿者在深圳光明区光明街道的科技创享铺活动中合影

中山大学“明耀未来”

深圳光明星光行动实践团

中山大学航空航天学院“明耀未来”实践团联合光明团区委，依托光明科学城丰富的资源，开展光明区“科学少年营”系列活动，组织光明区内8-16岁左右的青少年青少年群体利用节假日、周末等业余时间到辖区各科研平台、科技场馆、博物馆等地参观、研学，融入项目式学习方法，让青少年在充分参与中沉浸式体验研发探索过程。暑假期间，实践团成员累计科普志愿服务达2000余时，完成从方案策划、课程设计、到活动宣传的夏令营全过程筹备，旨在用最踏实的行动、最饱满的热情、最青春的风采为光明青少年打造独具特色的全域科普教育。目前，光明区政府已将科学少年营活动写入了2024年政府工作报告，未来我院将继续配合属地开展系列科普教育，为“光明”未来贡献青春力量。

实践团学生在西教学楼架空区指导同学们调整无人机航线

集成电路学院“芯”向光明实践团

中山大学集成电路学院“芯”向光明实践团积极参与村史文化、集体经济、文旅发展、科普课堂等方面建设，聚焦于迳口古村丰富的非物质文化遗产，将非遗文化以新颖趣味的形式呈现出来，有效吸引年轻群体的关注与喜爱，推动非遗文化的传承与传播。

“网安护航，助力光明”

——“E路同行”深圳市光明区

马田街道实践团

中山大学网络空间安全学院“E路同行”实践团同马田街道团工委对接共建，结合学院学科特色，走进社区，深入宣传网络安全理念，普及网络安全知识，提高反诈骗能力，提升社区居民及学生网络安全意识和防护技能，旨在以青年力量建设我国网络安全环境。

团队成员在社区进行网络安全防诈骗知识宣讲

中山大学商学院思黍实践团

中山大学商学院思黍实践团与红星社区和振业集团合作，探索了当地构建青年公社存在的四类障碍——基础设施不完善，社区管理与运营不善，青年多样化需求无法满足，社区凝聚力不强，并针对性地从社区、物业、青年等不同角度出发给出了可行的解决方案，旨在通过青年公社，增强青年的社会责任感和社区治理参与意识，同时辅助居委会，提升乡村社区的治理水平。

红星社区居民接受团队成员的采访调研

科普巡“理”实践团

中山大学理学院科普巡“理”实践团践行“为党育人、为国育才”初心使命，提高深圳市光明区中小学生的综合素质，精准瞄准周边中小学对高等教育的资源需求，持续开展“科普巡‘理’”的大学生社区实践志愿服务活动，提高中山大学名校品牌影响力。

团队成员在马田街道为小学生提供科普服务和学业辅导

“醒狮薪火”玉塘非物质文化遗产

传承与保护行动实践团

中山大学商学院“醒狮薪火”实践团针对光明区玉塘街道醒狮舞的知名度不高与人才断层的两项不足，通过走访调研、问卷收集等方式分析光明区在醒狮文化宣传和发展过程中存在的问题，以期结合光明区玉律醒狮队特色打造文化IP，设计醒狮创意课程，加强光明区醒狮文化宣传力度，促进醒狮非物质文化遗产的传承和保护。

部分团队成员与相关街道办、文化公司、醒狮馆等的负责人召开第二次研讨会

中山大学阳江阳西

“硒望之路”突击队

中山大学历史学系“硒望之路”突击队前往塘口镇的乡村、富硒产业基地和红色旅游景点进行实地调研，以充分了解该镇的发展现状，通过开展知识讲座，向居民们科普土地流转政策与硒元素的相关知识，有效提高了居民们的劳动素质和富硒产品的了解程度，并结合实地考察以及调研分析形成详实的方案建议，助力塘口镇打造一条农旅结合的新型发展之路。

团队在泰安堡展开调研

旅者致远 行者无疆

——中山大学旅游学院·博罗

“百千万工程”突击队

中山大学旅游学院“百千万工程”突击队利用自身专业优势，为博罗县文旅发展提供品牌建设，产品打造，服务提升，营销宣传等方面的协助，活化旭日古村，设计历史文化名村建设方案，并完善罗浮山体育旅游产品品牌，提升特色产品，丰富浮生六季生态园项目，设计生态研学课程，以真正响应国家“将论文写在祖国大地上”的积极号召。

旅游学院“旅者致远 行者无疆”实践团与博罗县领导合影

中山大学“南药新兴”实践团

中山大学药学院（深圳）“南药新兴”实践团结合“南药产业之都”云浮市的产业优势，同云浮市委展开合作，前往健康医药产业园、现代农业产业园、岭南中药材种子种苗繁育基地等高新产业中心进行调研，结合当地南药资源、旅游资源、温泉资源等，共同研发药膳药浴、药食同源产品，并根据市场需求和云浮市地理条件，以报告形式给出当地南药发展及宣传的可行性意见建议。

“梅”好愿景——共同缔造促内生动力，科学规划助高质量发展

中国区域协调发展与乡村建设研究院与中山大学地理科学与规划学院共同组成中山大学“梅好愿景”实践团以开展青梅“美育课堂”为目标，组织学生开展绘制墙绘，目前已与当地政府、村民完成商讨，确定绘制墙面，搭建脚手架，并对墙面进行冲洗、平整、刷漆，使墙面达到可绘制水平，完成墙绘设计、材料、人员等充足的准备。
